Class,Data 
0,"-411.08994,93.77728,-1.9171286,-13.692209,-5.761135,5.2994347,-18.930473,-0.98242044,-14.758766,-1.4566789,-9.803717,-5.4816594,-2.4047027,-0.32464626,-3.0432017,5.721937,-5.3348374,14.7562685,-1.1729574,-2.596514"
0,"-445.3998,76.27673,6.7664566,7.7462373,1.2396153,-0.10850814,-19.642387,2.485564,-15.359674,-4.0401073,-7.8160267,-5.1786294,-4.334704,2.6953392,-1.7077299,5.060686,-1.8368629,15.489286,-2.740085,2.9771643"
0,"-416.89658,89.29434,26.146502,-2.4615767,-24.800299,-4.85827,-11.550058,5.2171254,-14.709237,-0.810726,-8.052947,-7.888678,-1.8489248,1.3732136,-3.7470758,5.881342,-0.61711925,15.593872,-2.6854858,-0.51989806"
0,"-437.79535,105.10946,10.558595,-13.239868,-20.72183,-5.537273,-13.081448,1.3812739,-18.942991,-0.99000174,-14.00154,-8.79874,-1.5933764,0.47909772,3.523645,11.268501,3.6872528,13.123401,3.0254705,1.3869475"
0,"-429.23132,96.48627,3.7313585,-24.970343,-18.835331,3.152152,-14.503019,-5.535074,-14.983757,4.790984,-13.271673,-1.5886363,-0.17981116,-1.2852525,3.0362928,7.747609,2.0640922,17.046858,-0.4996988,1.627754"
0,"-426.33746,76.51337,-3.4774013,-7.030884,-10.856976,4.3956203,-14.389473,4.7380867,-17.826418,0.2743036,-11.311674,-3.8467772,-6.6738214,-0.01863882,0.15085325,2.8947258,-5.4388943,15.763356,-1.8757814,1.4294268"
0,"-453.20673,77.14871,4.7741146,-5.5979004,-2.5631492,2.339292,-13.089978,4.239951,-14.862715,3.6931243,-16.138594,-4.913578,-4.313987,-2.164167,1.1895097,6.4192834,-1.584898,17.181837,-3.2755113,1.1319128"
0,"-431.97205,73.6053,9.984387,-1.0347059,-5.740319,-6.442742,-17.2007,0.9472206,-18.71664,2.230331,-12.347481,-4.7702475,-0.48623472,-1.0791817,-1.792348,3.0559046,-3.87109,15.293472,-2.1399024,8.640004"
0,"-451.0007,87.152016,8.695927,-12.955792,-4.054078,6.126136,-15.286983,-1.0223302,-18.77517,-1.0613341,-15.157093,-0.7470738,-4.513453,1.7429824,-2.3893807,5.798376,-2.5839622,11.091969,-0.8071192,4.4270334"
0,"-458.63388,86.35074,15.310523,-0.26391652,-7.377071,1.3220648,-14.541403,6.0214877,-17.852976,-9.814285,-11.306423,-11.458754,-2.9910643,1.5136712,-1.509761,6.5709767,-4.3051677,13.548574,-0.50645715,7.7604313"
0,"-448.64813,71.23926,14.610285,4.0621095,-2.6142886,2.26962,-16.451563,2.999209,-15.603754,-1.4886388,-13.825374,-7.7348533,-3.3130045,1.3677381,-1.860035,4.072966,-4.513417,13.231749,-3.8211725,2.1484413"
0,"-446.9581,76.33541,15.870024,4.456693,-3.1078951,3.221493,-13.156645,-1.8846412,-15.654431,-3.7453487,-11.003485,-9.167475,-6.256595,-1.2383931,-4.6846704,5.7935905,-6.333122,14.484037,-4.8436475,-0.87077534"
0,"-451.7779,64.463425,20.334822,1.7694343,2.7106636,6.0322113,-11.369543,-0.5422569,-19.826181,-2.386742,-15.141833,-7.183253,-7.608466,-1.8248327,0.05754886,3.0845568,-2.057786,15.029511,-1.0632546,1.2999727"
0,"-427.2008,64.0161,18.001825,11.528378,-3.9441593,-1.2300415,-11.095496,1.1177361,-26.454433,-4.1714253,-16.858927,-4.6979475,-2.1073594,0.78104746,-1.1598005,0.3467795,-3.677544,12.763116,-4.988088,7.906745"
0,"-479.40024,64.40802,20.123878,7.2143745,1.5706763,2.0860438,-8.41665,0.9599376,-20.829212,-0.4188858,-17.62301,-2.3435705,-7.283112,1.0133277,1.8460493,5.9028296,1.293274,15.775367,0.61412835,2.4289804"
0,"-459.83905,71.527084,8.423742,2.3098567,4.207678,-0.6029199,-17.28364,4.4273157,-15.460322,-1.5797131,-16.544088,-1.6871983,-5.742003,-2.0217106,-1.1841172,3.7963111,-2.953173,15.973413,-4.2765846,3.0331779"
0,"-430.20792,83.825005,10.77866,-14.260609,-8.176856,3.252478,-10.025645,6.5931745,-18.88376,-3.7335074,-14.562737,-5.6029363,-5.1622114,2.2985077,-6.0669723,4.4222608,-5.4137044,11.7538595,0.71534353,-1.1349992"
0,"-446.44882,79.14897,16.304125,9.907462,1.171595,-1.7394795,-15.228205,7.6689897,-17.640984,-4.294566,-16.186935,-6.7684407,-4.748928,-2.2295213,-2.109064,4.5516877,-3.2240293,14.779719,-1.7279721,2.982061"
0,"-445.5298,79.63579,12.170622,-8.359887,-10.505145,4.8080554,-7.981609,2.7373502,-14.075123,-0.35521656,-12.481145,-4.8989997,-5.048237,-0.46803665,-0.742063,4.357719,-6.7338123,15.986843,-1.8764195,2.3299367"
0,"-486.88202,75.77834,10.70763,4.035722,-0.23810318,8.961216,-3.3523247,-1.2271174,-15.369742,-0.62840295,-11.290721,8.154861,-4.31762,5.6248283,4.096551,6.0132756,-5.911907,10.550286,-5.054554,-0.4353376"
0,"-533.19836,64.47842,18.377733,27.761805,10.831361,7.183551,-3.805588,2.054751,-14.824561,-1.6853316,-11.12475,-0.05905622,-5.6814,5.6566253,3.9095974,5.261194,-3.887756,8.363686,-4.392375,-0.4856452"
0,"-516.48944,65.52732,10.621712,9.490543,12.451166,10.649269,-8.210508,-8.194698,-11.9510765,6.873903,-11.888226,4.78252,-6.732065,8.875955,7.371184,6.319542,-0.2544349,10.086818,-3.9043372,-0.99025387"
0,"-494.79034,74.23391,11.238639,8.777481,0.03666284,9.603843,-3.3241954,-0.9801476,-12.389693,3.5354333,-13.385902,6.246397,-4.3883576,2.088382,3.0987327,7.0240254,-5.209061,9.925267,-4.828911,2.603101"
0,"-487.85464,72.62732,6.756401,6.568058,10.804629,7.539182,-10.540219,1.8582516,-14.038359,2.7497427,-9.843447,4.311838,-6.403121,7.448531,2.7916777,5.916783,-4.3341093,8.614219,-2.4423337,1.8304892"
0,"-536.56067,67.77421,13.106134,22.391798,13.650373,10.640651,-7.2919436,1.5024948,-11.036713,6.092082,-12.467173,5.4326563,-2.995254,9.249735,7.211351,5.337386,-4.755506,10.553153,-2.312572,-0.17302565"
0,"-509.08786,52.413006,11.3680105,26.195263,16.678621,7.003964,-5.0412226,-1.628038,-16.216946,-1.9570361,-14.188866,6.1502094,-5.616711,6.430225,4.1502256,7.9480667,-3.2858255,11.108752,-2.9251215,1.4099885"
0,"-502.62112,50.045536,13.297931,20.752577,12.199671,12.446439,-8.01434,-5.0606008,-19.204485,0.63573545,-18.036743,5.4026003,-7.929446,7.19147,8.432647,5.5653734,-4.028007,10.047436,-5.441417,0.8172278"
0,"-502.34726,64.008385,16.92295,14.82391,5.10808,8.714847,-5.6090817,-4.5301476,-13.0968075,3.052255,-16.30567,2.863511,-2.8146758,4.424088,5.6592364,7.958,-4.242671,10.956544,-6.726016,2.0339026"
0,"-515.7172,80.43796,21.762589,4.8363805,4.415285,7.9469085,-2.4899511,-2.5405493,-15.287863,-1.2643598,-14.295877,4.8579097,-8.930152,4.0612416,2.833713,4.3074555,-1.3500198,12.207517,-3.7907577,4.379702"
0,"-503.4027,79.033325,12.409491,8.626094,8.201991,9.233816,-11.739257,-5.5161786,-14.855942,4.4625936,-13.089071,3.5591125,-8.389461,7.224574,4.1208925,4.698538,-4.718802,11.0575285,-5.850069,-1.6466609"
0,"-517.42957,63.588177,12.676361,19.41048,18.309101,7.289673,-8.145595,-1.2333155,-15.608529,-2.8771057,-12.533239,3.0900886,-3.544742,5.5482893,2.4153967,5.765307,-1.4754531,10.8913,-2.8072248,1.5727075"
0,"-522.2505,72.7928,16.310059,16.698683,11.545848,11.080957,-10.897167,-8.671543,-12.950771,3.0094864,-14.182505,3.8303883,-5.7118273,8.638128,5.4595046,2.1755493,-3.354511,10.792318,-5.369726,-3.464089"
0,"-506.35217,66.80603,15.444555,9.587554,8.970304,8.465345,-8.917646,-3.2492387,-10.668776,4.470672,-12.302561,4.2316794,-6.3825197,9.077293,4.0461664,6.273995,-2.5329065,7.4254436,-5.1934233,1.2835505"
0,"-517.7156,63.38275,20.155743,19.018208,13.048976,11.462676,-8.268105,-5.803891,-15.544407,-0.6917635,-18.2534,4.267856,-7.976524,6.4456763,6.4941745,4.088915,-3.297532,10.548517,-6.1980076,0.8555147"
0,"-519.68494,83.36162,17.161213,9.833529,7.385454,11.043468,-6.0602717,0.44377217,-14.905393,-0.38625208,-9.083594,2.8747704,-6.655414,2.218878,-0.7112493,7.431996,-4.5356483,8.934384,-1.9045414,-0.8308966"
0,"-539.3386,76.93925,15.908042,14.876018,13.288842,13.135792,-6.4584627,-5.9530683,-14.820952,4.073679,-12.789526,2.530814,-5.363833,7.4155426,6.6228805,1.1201848,-4.8488746,11.157379,-2.6967518,-0.77260435"
0,"-515.9454,65.141304,12.317373,19.895546,14.3507395,8.088387,-7.689626,-3.066986,-15.390474,0.5354447,-13.865851,3.4494817,-2.723175,7.268701,2.700717,6.0708723,-2.192718,10.988117,-4.59495,-0.17648035"
0,"-513.1526,77.64048,15.711072,11.299495,7.7240515,9.396875,-6.2536654,0.81335783,-17.774305,1.5504127,-9.762307,5.332421,-5.711101,5.253005,3.3713174,5.2263923,-4.224101,9.536521,-4.0292187,-0.76143545"
0,"-544.04504,83.420784,22.445206,11.53072,4.4769073,10.494367,-1.8441676,-4.727994,-16.55909,1.9413372,-8.801571,6.472555,-4.929319,4.859493,7.667844,1.1546317,-7.2429385,9.708352,-2.621306,1.936647"
0,"-551.8727,87.50259,26.780859,11.316119,-0.35333943,6.981081,-2.7420726,-1.4837096,-13.762526,6.2203455,-8.590098,4.6901093,-5.9532075,7.0183344,7.8421073,1.7268106,-4.0341945,9.812466,-4.3515835,-2.233685"
0,"-508.91974,92.662186,22.628197,4.95021,4.9848676,5.945037,-0.64121723,-4.472302,-12.350685,-0.58646405,-14.805017,1.6687742,-3.9863198,4.0658755,2.8009741,6.4240913,-1.2350564,9.102805,-5.4887004,-0.7853667"
0,"-498.73447,70.49256,14.89139,5.324331,3.5795116,8.383974,-8.798169,-7.169608,-16.742624,4.317192,-14.369334,8.220422,-8.439996,9.696464,8.460789,5.9690824,-5.182371,10.834951,-6.1475835,-1.6139301"
0,"-500.09244,80.51696,25.20512,7.9832215,-6.801607,1.567594,-2.9829996,-0.9158212,-12.92256,4.2163,-10.39767,3.0499978,-7.0802813,6.5544353,1.9740863,6.93522,-0.3051962,8.122367,-6.3672185,-0.6794705"
0,"-482.33557,70.030266,11.895722,-6.8930387,2.420874,14.632604,-10.885808,-5.5186443,-16.428616,4.1053767,-15.501534,10.220308,-9.011029,7.4201126,5.934172,4.35637,-1.5641112,7.8553166,-3.7301564,0.9203631"
0,"-471.263,80.39393,7.1962986,-2.882575,5.4630494,9.470198,-13.874611,-2.5095007,-12.762735,1.070987,-9.134056,3.1241088,-7.8389325,9.032536,2.4003966,6.8678703,-3.1945844,8.49657,-3.5722706,-1.5730113"
0,"-517.8526,62.657707,13.143711,14.095004,13.888828,12.439112,-10.333545,-5.278544,-13.622585,4.6714873,-12.550416,4.5266504,-7.2689548,12.177869,6.4426723,3.9150915,-5.6050386,12.221657,-6.1656895,-1.4008174"
0,"-499.0837,71.74771,8.201014,1.3891761,10.350368,10.140445,-7.978478,-1.8894414,-16.660732,1.1496155,-9.186189,8.722784,-6.3034964,7.653669,0.86974156,5.367804,-3.9259963,10.74617,-2.188277,1.1793067"
0,"-544.8152,72.34086,23.522684,12.524085,10.925986,15.762186,3.219964,-5.2551227,-13.817611,-1.1650273,-14.4442,5.192337,-6.619397,5.813945,7.0934105,3.822911,-5.3835893,12.538317,-3.6558127,2.7779574"
0,"-496.3553,83.26955,13.159554,7.3214283,11.675043,5.578283,-12.384442,-1.4151602,-10.723415,0.7023135,-14.021836,3.3263762,-7.082801,5.3845806,0.9743411,9.019671,-3.216327,9.59767,-2.72244,-1.3153391"
0,"-520.9696,75.376755,13.068394,10.60527,11.569999,13.960458,-7.5033298,-5.921355,-12.430866,4.1605663,-11.950982,4.7368507,-4.574161,11.860278,9.521369,4.5957003,-8.867675,9.214777,-4.130259,2.5785701"
0,"-514.1909,61.108707,9.835546,21.55854,14.383148,6.2072883,-9.259141,-4.253319,-13.809017,-1.4623303,-15.740893,3.8816001,-8.213349,5.8980393,7.102543,7.1765594,-1.618193,11.027713,-3.350992,0.93411905"
0,"-519.24786,74.24403,16.636051,5.719619,13.738922,18.255795,-5.8336906,-6.0558767,-16.402308,-2.4777012,-11.078138,1.9220735,-6.891983,5.0229645,1.101499,7.018525,-2.5572019,9.96919,-2.989813,1.347746"
0,"-537.787,72.78653,16.839497,15.069649,14.100469,8.836237,-9.332134,-1.3107619,-12.146644,5.102339,-8.015868,5.660425,-5.5945377,12.2504635,6.8444324,4.3545938,-4.897718,9.571683,-4.0960035,-0.5465852"
0,"-517.63995,65.409035,11.793904,17.975094,11.354787,8.463092,-8.539516,-3.2783399,-12.242283,0.3277267,-14.224892,2.6105306,-8.366995,5.573111,5.789127,4.999044,-1.4456565,12.28551,-6.0741878,1.2084234"
0,"-516.00916,80.11446,26.25817,5.429421,-2.7256827,6.0393257,-5.748031,-8.629525,-19.181953,6.6101556,-14.859682,2.3567417,-7.217103,8.899541,5.340805,6.6214714,-3.1824036,9.964126,-5.0440955,0.54636455"
0,"-526.22046,71.91867,19.799395,7.8559365,14.997435,13.9484625,-4.596336,-6.6440988,-16.680357,-2.2417607,-12.450336,5.0099754,-6.571586,2.948345,3.4989586,6.2926574,-3.034828,10.875408,-3.8404152,4.1089325"
0,"-509.03555,64.16317,18.944067,8.499365,10.657973,14.590429,-1.2199322,-6.077853,-13.796174,1.9869281,-15.677525,4.902902,-5.4563107,-0.075968854,6.3520207,6.2834244,-1.9895941,9.822339,-2.6326818,4.3621535"
0,"-516.22107,76.80533,15.652744,10.824307,7.080515,14.919377,-7.3001084,-6.571845,-14.731039,-0.854769,-9.141301,4.145205,-9.03342,3.288451,6.550147,5.0229335,-4.281248,7.8974876,-6.529549,0.35650352"
0,"-485.78098,78.774635,3.0089743,0.54739904,3.3715322,12.642991,-12.430917,-0.8350131,-13.943983,0.96655196,-9.380287,6.8876357,-7.9778886,7.706,4.959207,7.039408,-8.04807,8.001029,-5.0590653,-1.3871775"
0,"-512.15955,88.099304,23.988783,6.906401,-7.61935,3.8214016,-6.0138383,0.120703675,-16.94313,4.1703014,-8.696849,7.020154,-7.3473606,9.210849,7.8601837,5.1549506,-5.906634,8.509826,-5.71821,-3.5344994"
0,"-484.10706,72.964165,0.034565054,3.260197,10.399821,13.009365,-18.19696,-5.8973594,-16.534597,4.0944986,-9.993012,0.36929536,-2.701006,13.238608,8.748612,4.33768,-6.3013825,9.2684965,-3.7305841,-5.6810927"
0,"-506.02444,69.4237,13.996565,17.5161,8.191933,7.8702006,-12.804123,-6.9117002,-15.345727,1.9748311,-17.113997,2.4920366,-7.67277,5.85811,11.142013,5.901596,-1.99122,9.883736,-5.815579,1.6219835"
0,"-498.6308,85.98583,0.9235667,1.542436,8.974474,11.083819,-13.831182,-0.019335518,-11.472715,3.8601649,-8.521659,7.1326566,-8.698932,8.944067,6.4341416,4.1952157,-8.757201,9.9253845,-3.4187942,-2.0785856"
0,"-497.84488,68.09053,17.752947,15.552109,7.980379,8.304626,-12.316278,-5.2589874,-14.909123,-0.32853532,-21.436022,2.1247556,-9.4540205,5.9309816,9.240847,5.129135,-3.2188787,16.405443,-4.440235,-0.19801809"
0,"-492.99426,83.71477,4.408652,-2.7092593,7.1942554,12.000739,-10.41264,-6.0302935,-16.194292,3.485599,-9.952785,9.048336,-6.0867023,5.8655567,4.2727776,7.258495,-5.704038,5.788269,-4.0744505,-1.5164926"
0,"-497.2461,70.18862,5.155633,12.337038,12.333381,6.1871533,-9.261656,-7.5050826,-17.408855,1.024111,-12.176493,5.4350896,-5.534313,7.752899,5.852557,3.2268631,-3.1782238,11.863981,-8.4114685,0.055622626"
0,"-529.37305,93.56975,25.629019,16.335823,-5.965933,3.797967,-5.63667,-6.614191,-20.005455,1.25192,-7.8090105,7.727889,-5.965774,9.355099,5.1695275,3.3688102,-5.4553,11.311626,-2.7629695,-2.8356836"
0,"-507.42874,89.44632,24.297827,8.18688,-3.2187974,3.3359501,-6.0134025,-3.9563866,-17.55392,0.27047926,-10.407278,-0.077398375,-6.377461,7.193656,-0.09907978,7.370507,-2.975173,6.7132125,-1.7767799,1.1536713"
0,"-510.62228,94.46487,19.415894,-9.537118,-3.991272,14.650103,-6.959191,-6.73064,-16.250164,-2.1544533,-11.325593,3.5945604,-2.065978,7.7171664,5.786992,8.103631,-6.628494,9.7551565,-7.864169,2.812515"
0,"-484.52283,63.46767,1.5061712,8.8441,1.0108988,9.449442,-8.31629,-2.597881,-16.709702,1.6683784,-7.3693204,9.344487,-9.112313,2.7804027,10.97698,6.7284245,-3.7378912,9.302202,-3.9441462,0.7170531"
0,"-501.15738,70.65896,13.968302,12.776586,9.070645,6.697505,-7.3998666,-4.5652,-17.479486,1.0349826,-12.064705,4.388218,-6.0121655,7.359111,5.6400757,5.1475463,-2.9563434,9.79453,-4.0057316,-1.8905958"
0,"-504.03284,85.529106,14.61956,-4.1653485,8.399993,8.615795,-8.589068,-6.6581755,-14.9119425,3.3129907,-12.539423,6.4411664,-4.035644,4.8660026,0.6227891,4.830412,-3.38762,8.607879,-3.3912437,-2.5642848"
0,"-548.0458,78.97533,16.991611,13.907872,8.738362,12.777682,-4.3229513,0.23239796,-11.658334,-2.0637445,-8.073372,1.8068242,-6.049498,8.560323,5.2803116,2.874004,-4.3402886,7.6729,-2.747907,-1.0892283"
0,"-538.64667,68.3805,12.90502,23.123508,13.993907,12.694282,-7.3992634,-5.331704,-12.96562,2.737593,-7.9410644,4.4348216,-6.3604,8.009894,5.4924583,0.7007324,-5.3169417,10.563614,-5.390056,-1.4296142"
0,"-532.33295,76.64257,11.267112,8.838409,14.301592,15.26335,-9.57891,-4.33446,-15.728726,1.2664291,-8.023211,4.9982333,-6.100588,4.1984725,4.3192806,5.388981,-3.9191914,8.768877,-4.952389,2.5267768"
0,"-518.09235,44.79834,15.757372,22.107878,8.647326,14.443173,-4.1155024,-3.008812,-15.477875,6.284113,-13.288417,2.1638703,-7.4154,5.522091,8.398295,7.681375,-2.3828347,11.177259,-2.1644292,0.34986869"
0,"-522.6672,67.47809,19.282845,23.225704,8.174022,5.1570344,-4.7101426,1.5769755,-15.3238945,-3.902158,-13.622174,-1.0243747,-7.634985,5.4543824,4.023973,7.594583,-4.789682,11.722338,-5.005057,1.4656861"
0,"-512.27386,61.707977,7.3899636,19.954617,15.738789,7.459092,-9.139153,-2.9351728,-15.888069,-2.0245976,-15.021513,3.9750588,-7.2807574,7.436854,5.432041,7.5181704,-2.3385112,11.685688,-3.9136927,0.21311635"
0,"-515.673,74.21751,16.111954,15.327452,15.60704,8.151085,-11.790609,-5.1693425,-13.641582,-0.67238826,-16.897812,5.164015,-5.540148,5.29292,7.089514,5.7954345,-5.3290973,8.890045,-4.366661,-1.8749354"
0,"-540.43085,65.38973,12.3305,17.490225,13.987179,11.651598,-7.8615603,-3.6492388,-11.893639,2.9809148,-12.393284,8.632505,-6.489053,11.105353,6.777636,5.2517614,-4.112566,10.561713,-4.3593674,1.3548868"
0,"-537.50464,74.04856,14.253415,17.287214,10.756109,9.289171,-3.60408,-3.3361921,-15.602934,3.215563,-11.358365,5.664625,-6.9791617,9.718972,5.1504283,4.4196534,-4.790902,8.974646,-1.1236407,-1.7413018"
0,"-517.2581,64.93242,13.700684,15.776486,13.458134,6.3419,-7.4889,-0.5001641,-12.459292,-2.2581372,-11.85385,4.2041554,-7.030625,6.9419127,4.262233,6.61733,-0.58727145,10.80647,-2.7681847,2.2102194"
0,"-503.8809,77.071754,10.454164,10.785344,8.399335,11.183123,-11.746474,-5.313367,-12.976664,3.1264865,-16.771732,5.4280567,-7.019405,5.2351227,4.9406586,6.0171533,-3.8749769,10.287007,-4.0079594,-0.7271038"
0,"-500.6142,91.62844,13.666168,1.6885109,4.293313,12.682536,-9.311772,-7.96728,-20.52897,2.2323084,-11.3639765,3.908672,-7.9033027,9.023954,7.2158303,4.6252794,-3.911742,8.495856,-2.2775142,-2.4042423"
0,"-498.8583,73.006516,10.224274,14.444558,10.949741,12.249409,-7.5208116,-5.068977,-18.67711,-5.112392,-14.009211,4.0586276,-7.863292,5.0110936,7.8210797,6.1095963,-2.038733,8.048619,-5.961806,1.2409787"
0,"-492.3957,87.10791,15.6673355,5.647415,-2.432067,9.237316,-7.4887295,-6.7942405,-18.139303,-1.5790607,-13.775489,4.2992396,-6.353386,8.054709,8.191444,5.201241,-1.8627633,9.909443,-6.007491,-2.2852437"
0,"-547.12354,89.52413,29.310719,22.187656,5.4219217,17.222942,-8.218372,-6.1336603,-15.7139,-4.197071,-8.226399,0.93187857,-12.588891,8.179404,6.0551567,1.2382638,-5.334984,10.786744,-9.268501,0.79240525"
0,"-503.85168,87.37841,14.519249,-3.7535434,2.5997229,14.80407,-5.807836,-12.366433,-18.137777,1.1109476,-13.571717,3.12785,-10.406463,7.260228,8.401874,7.3315554,-3.6150577,10.708596,-5.3066783,2.449202"
0,"-531.46344,62.851234,21.961658,21.033215,11.891315,12.876128,-5.142991,-7.279157,-13.970083,0.2238616,-12.517653,4.2549877,-8.226691,11.587514,8.085503,-1.0991747,-5.051446,8.7334585,-5.9366555,2.8716745"
0,"-492.29117,89.99278,19.611443,-1.9764423,-3.535291,7.396344,-3.511106,-7.488495,-17.249912,0.93256056,-18.016058,3.3265233,-7.824725,8.635561,3.9239807,7.6283684,-3.8292954,8.466982,-4.6987047,-2.6353788"
0,"-539.33264,82.44676,22.794542,20.827202,10.111138,14.995926,-6.4792027,-9.792038,-17.285915,-2.654255,-13.802894,3.247052,-8.324054,5.5556855,2.5690749,0.9721298,-2.408099,10.458184,-7.053157,0.8653524"
0,"-538.0485,68.59232,19.556664,22.433857,11.493388,10.392123,-4.439087,-0.03931884,-14.241903,-0.32652384,-11.945259,3.7204213,-6.748307,7.2806087,6.116024,4.9560924,-5.222783,7.520821,-3.5127497,-1.3262099"
0,"-413.53058,87.81288,31.876318,-2.8482375,3.7742722,1.2779306,-8.4691105,5.368171,-21.008879,-10.7780905,-20.708868,-10.501148,-7.3336525,-3.0450044,-4.562107,1.6601834,-4.1359234,9.135425,2.1062899,2.2467644"
0,"-490.7266,96.3496,14.714622,3.868595,-3.170052,5.250342,-18.66784,5.786613,-21.720367,-6.540358,-13.453025,-5.7110696,-9.287036,-2.273216,-0.33192566,4.7205215,2.475824,9.17801,1.5131944,1.9754821"
0,"-420.0158,101.99778,10.646807,-10.945708,-12.471286,-0.44750038,-7.700028,8.7709055,-22.435017,-5.0426307,-13.326502,-3.2533498,-2.5296934,3.875413,-6.7928653,4.9366345,-8.7544365,7.0411134,1.897132,1.5017335"
0,"-429.67444,94.59071,14.382951,-7.4978385,-7.9743376,6.690865,-11.528043,4.0913286,-23.019936,-4.7800817,-15.182139,-7.089675,-3.303655,2.5835223,-3.846667,5.979025,-6.4771957,9.13785,2.8636723,0.59635913"
0,"-423.49048,75.45135,-4.530714,-4.192499,1.3173426,-5.703254,-19.73194,6.1894636,-17.11359,1.8487391,-20.770407,-3.7287676,-2.7829094,-0.49564254,-1.4913207,0.605597,-0.66822827,14.88966,-3.287349,1.7591715"
0,"-387.3278,85.441696,4.1179576,4.1244135,4.3574533,-7.246901,-19.52178,5.4362555,-23.460453,-7.1378174,-21.328003,-10.477111,-6.2836924,-1.886425,-7.75686,3.8369033,-7.603421,13.81911,-4.960991,4.8113894"
0,"-400.51343,90.315636,25.221231,1.6312815,6.429348,3.5272808,-14.466866,-2.0832062,-16.249907,-2.6327212,-17.497486,-7.6198215,-7.9866967,1.071864,-6.594148,5.1587296,-10.506186,7.5506897,-5.196572,-1.4035636"
0,"-428.30554,78.184875,20.641924,14.366477,5.6292167,-2.6386287,-12.149202,5.3997517,-22.495958,-7.011047,-19.759949,-7.477925,-6.7333903,3.0770571,-4.157835,0.74295723,-8.839097,9.841333,-1.2007056,4.4352245"
0,"-395.38477,74.612785,11.689796,1.1879178,1.7458702,0.33444053,-19.498486,4.523848,-19.272717,-3.395199,-18.38469,-7.841977,-5.1088166,4.5837154,-2.6038513,7.6851006,-2.7351243,13.811987,-2.8983805,2.8666668"
0,"-396.66077,89.12055,14.076119,-0.5135454,-6.2254057,-3.2139933,-12.522511,1.6826413,-16.400038,-5.0624766,-14.4012,-8.7785425,-8.452714,6.574709,-4.508275,3.7546623,-2.5871139,9.246706,1.2264829,-0.13829899"
0,"-423.28152,90.68557,20.793602,-5.6894817,-1.871662,2.6041136,-9.547797,6.199893,-24.995523,-5.2485647,-17.468159,-11.921872,-6.1112375,1.1587174,-7.8042316,1.8006945,-7.4802756,12.050037,-0.8071645,3.1802459"
0,"-363.53098,70.506996,3.4943697,-3.777545,2.4744754,0.97830635,-14.183146,3.6347177,-8.614217,-2.139988,-11.614916,-7.6908455,-1.9384387,1.195404,-1.5352145,-1.6634369,-0.4737342,9.59352,-0.1715553,-0.6588132"
0,"-421.3598,68.960495,0.74595857,7.734521,3.2236757,-4.734924,-23.337997,6.545699,-20.291851,-1.5520442,-16.374384,-2.2048228,-1.2492682,-2.066781,1.2662957,4.5419865,2.0537047,13.4716215,1.3112916,1.2630389"
0,"-404.45605,79.101494,5.793445,8.681388,1.7158597,-3.5663352,-16.727001,1.9006215,-14.520328,-9.768243,-13.901307,-7.5682435,-4.2164674,-0.62378114,-5.429401,3.5394287,-2.528934,9.716084,3.5731812,2.961071"
0,"-411.54868,86.71719,-5.639788,-7.1550055,0.56195337,3.4501133,-14.693273,5.9469233,-16.05794,4.7221446,-14.397827,-1.8411096,-6.500576,4.210869,-0.34409106,6.433241,-6.4955316,11.586658,-1.1955434,2.0243673"
0,"-416.72205,90.077034,14.009524,-23.642847,-8.413216,5.575878,-11.3331375,-1.4329629,-12.453718,-3.3818748,-12.085881,-1.8487982,-1.6265514,6.472234,-1.0491122,5.214882,1.0792565,10.439603,3.0776029,-0.6229748"
0,"-432.3013,84.13796,3.4828627,2.6370764,4.351142,-5.986291,-20.502167,3.7907467,-16.92184,1.2373002,-17.085764,-3.2830153,-6.0003834,-0.04210248,-5.434139,4.323892,-2.2951734,12.625343,-1.1113942,0.34262636"
0,"-446.67474,71.658844,4.7389884,-7.3698387,3.806437,8.667682,-9.398283,-4.3454933,-17.198387,4.149505,-13.83571,-0.4052091,-4.029652,3.661605,0.4011647,5.229317,-3.5594182,13.450907,-3.037928,2.4409745"
0,"-403.59134,84.567444,16.656565,-10.436079,-9.758508,-7.065105,-16.247288,0.08886251,-20.501795,-2.990661,-14.014265,-10.922454,-7.14719,3.5821538,-6.7550354,6.633753,-1.4370352,12.5836935,0.066040434,3.0721068"
0,"-401.86197,70.74001,-4.6607275,1.1470274,5.0223703,-6.0595865,-19.845243,3.680765,-15.733745,1.7696643,-19.419933,-2.3680449,-3.1056929,2.4537847,-0.035270747,8.692974,0.7586001,13.357143,-1.0541694,4.647919"
0,"-439.3085,76.92119,7.3213854,6.746824,4.93975,-3.2598073,-12.013362,4.2705526,-17.927643,-4.4885726,-17.494911,-6.2469597,-5.950516,-1.5403922,-5.4960423,5.8822145,-5.8613763,14.68019,-1.6052582,7.1989408"
0,"-379.5671,73.247444,-3.200406,-4.9666686,-1.1085588,-3.7889423,-15.985781,2.1190865,-12.9935255,-4.430056,-11.56089,-3.3357718,-2.6944525,2.2592144,0.22119841,6.1712737,2.381236,10.255946,2.2169209,-0.2735331"
