Class,Data 
01,"-314.58426,37.709854,-25.131962,13.180559,-8.8722925,-8.341535,-10.032118,-13.387937,-3.2045598,0.32129163,-14.306704,8.7542095,-17.141,8.878267,-7.918715,-2.1527326,1.600953,0.56094337,-4.9014397,4.6271615"
01,"-319.77206,20.038677,-11.74295,17.488478,-8.425494,-1.8723738,-8.524935,-9.073632,1.8936625,-4.8965936,-11.307193,12.052465,-12.758584,11.9038925,-9.571032,-0.98029345,-1.4016533,1.3778424,-5.8169937,5.959971"
01,"-326.87537,19.980213,-1.0977826,32.412743,-3.543963,-14.888055,-9.398007,-8.756655,-11.712951,-5.9158106,-16.038399,9.171861,-11.651282,5.7195306,-5.1253686,-0.5758826,-0.4945809,4.775132,-6.027426,1.9284141"
01,"-332.27322,36.22466,-16.410416,25.722982,-5.841907,0.19215706,-16.147594,-18.996859,3.1966112,-8.07061,-15.82701,12.99534,-15.912124,8.722855,-9.573494,-4.222017,-0.49595997,-0.99537164,-3.4757338,3.3817432"
01,"-302.26828,15.745545,-17.475674,29.605803,-18.909412,-4.488021,-15.691441,-10.940521,1.4058832,-10.632538,-7.5027194,12.0793915,-13.50415,8.408558,-8.911041,1.2447573,0.8441074,2.1503649,-5.0035405,4.2761106"
01,"-345.7812,18.600752,-9.226214,35.48599,-2.9420395,-7.8357396,-10.122691,-14.265193,-3.4082532,-8.720292,-14.689708,12.587704,-13.512822,5.714463,-7.9561005,-3.452609,-1.7358681,3.4631953,-6.887691,8.31824"
01,"-307.58313,21.875395,-4.5115085,23.265203,-7.222485,-1.6901807,-13.0503645,-8.97023,-4.273429,-1.5787258,-12.392059,15.685765,-17.095175,10.420071,-8.339574,-3.5297136,4.120461,2.6232684,-4.0848165,3.1487474"
01,"-317.41327,43.047295,-9.678667,16.81215,-20.373634,-4.0497193,-1.7567253,-19.749834,-7.4783797,-5.8232617,-16.518122,14.164633,-11.2975445,7.9063463,-11.343168,-4.569754,-2.1906056,4.0653067,-5.1213694,2.9893203"
01,"-324.4151,38.293697,-17.94468,29.666239,-3.542569,-6.1376047,-17.34322,-16.035198,-2.7763076,-10.366022,-15.316608,14.103428,-19.225632,12.050714,-9.562172,-4.0224175,2.1377122,0.8940008,-4.9151707,4.6144443"
01,"-363.84174,15.953249,-1.6465794,23.086737,1.3586191,-2.4241543,-13.025451,-6.5861197,-6.6751833,-4.1103463,-13.779787,12.447294,-14.727049,9.024802,-3.6400616,-0.5956727,3.603488,7.7480416,-7.051286,4.807106"
01,"-316.06525,30.976788,-20.211447,23.13645,-9.62076,-6.835349,-13.527313,-16.945965,-0.7903327,-6.380756,-13.591934,10.500445,-20.414814,11.729762,-10.124259,-0.8284095,2.1379566,0.1665773,-4.9054995,-1.7459217"
01,"-291.2878,39.628258,-34.79593,20.116934,-13.010597,-2.0049064,-6.987883,-13.937076,4.5723414,-2.676848,-13.544885,15.2834635,-16.325214,11.007579,-7.1160583,-4.8491797,3.3708515,0.6121552,-2.404639,6.490792"
01,"-277.07004,38.279144,-27.349321,16.778084,-27.707813,4.0080986,-4.789958,-14.977813,0.89812773,-6.3710504,-5.5762963,15.778933,-16.103706,10.159682,-16.37731,-1.1542104,-3.1615112,1.9883208,-4.442835,5.8413367"
01,"-309.84344,22.229025,-24.412573,24.302067,-16.875624,2.8386648,-8.087015,-3.5969973,2.3545651,-0.321714,-13.570124,10.3814,-13.3957815,11.556839,-7.118933,-0.062485483,2.9657009,3.8691697,-2.7661974,6.404883"
01,"-331.597,22.438961,-13.288487,35.351086,-11.512847,-12.53109,-5.67206,-7.4014673,-9.727578,-2.9073164,-15.569252,11.13134,-10.466445,6.4549103,-4.458081,-1.0762458,-2.0698822,6.647415,-4.6436872,7.658191"
01,"-295.67532,34.712322,-35.508095,26.01881,-19.803347,2.696797,-10.619843,-12.614084,1.6181145,-3.1264656,-9.558017,10.897366,-16.33533,14.230302,-13.523935,-1.6995702,-0.75827587,0.9492646,-1.7978898,5.7421727"
01,"-334.60178,13.436798,-11.176001,42.665775,-4.287044,-9.921953,-9.275357,-9.601759,-7.173546,-10.771965,-9.13232,14.9177475,-17.479033,11.939513,-4.6714478,-3.5926785,-1.0585074,4.5317297,-6.756573,9.002709"
01,"-306.58398,46.656483,-10.331114,21.329271,-17.943394,-0.79581344,-9.8313,-15.126819,-5.4823804,-6.3578424,-12.62388,16.259079,-15.012037,10.170461,-8.38291,-2.0716805,3.4527817,-0.95369303,-1.2596343,2.0755086"
01,"-273.04984,34.09482,-35.076824,21.959288,-14.481837,-3.7705235,-15.892288,-13.647448,0.53121126,-5.0766544,-15.603804,15.699885,-19.835297,9.462092,-9.999292,-4.6022196,1.241545,-0.857961,-4.0478578,5.219884"
01,"-318.0092,22.359293,-9.763971,37.814373,-10.599176,-5.18883,-13.840259,-8.24381,0.2996449,-6.05964,-8.434805,19.211172,-14.747519,15.003286,-7.2122636,0.31152162,1.1365707,-1.1360363,-1.519641,8.339592"
01,"-297.25632,50.944115,-15.032712,21.39238,-26.672464,4.7756176,-1.8899796,-12.477313,1.4404004,-6.011632,-7.589479,16.616785,-16.316639,14.522055,-14.42132,1.0077533,-4.643039,-0.23471388,-2.7662206,-0.23628716"
01,"-304.48203,46.162064,-15.260745,16.52529,-15.553187,-1.2295876,-2.7411919,-16.094048,-0.6322235,-0.044902626,-13.107478,10.606866,-13.609638,4.8189893,-5.85399,-1.8034513,2.0208511,1.5400716,-2.8154292,-0.10255195"
01,"-288.89526,62.725838,-25.271645,7.1894236,-13.37375,-1.8629774,-14.180951,-20.004885,-4.8306894,1.0956271,-17.16244,18.738699,-18.486917,5.889607,-7.3853745,-8.111792,3.9806175,-2.4614863,-4.138784,5.513863"
01,"-305.12506,10.48483,-23.674337,32.58857,-17.498758,3.3127363,-8.988373,-8.749469,-2.1696699,-2.3186426,-11.417062,12.730861,-9.79823,10.065951,-3.869392,-2.6664581,-1.9437178,1.910288,-5.82704,8.189136"
01,"-311.77234,40.626987,-17.549456,20.885693,-13.398422,-6.1069794,-15.402699,-14.293987,-7.1675544,-0.17110267,-13.387653,14.8588085,-17.448153,8.63538,-10.68105,-4.4097176,0.93576324,1.405223,-5.644645,3.312113"
01,"-310.32245,43.898594,-24.18936,13.319773,-14.859326,-4.295312,-14.607948,-14.647906,1.5910387,-2.454162,-16.989946,14.290636,-22.469702,9.27507,-10.4881,-2.0384824,0.88553584,1.0997645,-3.5285935,2.1943667"
01,"-318.65817,29.910664,-14.428684,29.030619,-12.278734,-3.107348,-6.366731,-11.399118,-4.3907657,-4.424812,-11.085431,11.637339,-15.793653,9.46498,-9.760937,0.41425392,-0.043772463,0.7977234,-3.9622126,-2.9681287"
01,"-322.56335,21.753702,-14.452501,36.451744,-15.068101,0.46467254,-11.50852,-10.17242,1.9545019,-5.732167,-9.290762,13.50876,-13.702231,9.671977,-10.467824,-1.3976611,1.4132826,0.6647805,-4.949616,0.68241507"
01,"-296.01962,30.92502,-25.673254,18.46671,-12.776495,-5.3796825,-13.284226,-14.14639,-1.3046135,-7.6303177,-10.941972,7.3750076,-12.194796,7.45025,-9.221435,-3.0251176,-3.5535452,2.8647838,-5.9231734,9.629523"
01,"-301.43536,30.72568,-21.407705,23.499298,-13.177156,-5.3060603,-14.4683485,-12.974448,-2.3475997,-4.6335087,-13.132153,11.7059765,-17.787128,7.164972,-6.9082103,-3.8235903,1.8804294,1.1591215,-3.8320482,1.2595805"
01,"-343.84378,1.3203806,-8.846338,35.12807,-4.99291,-1.3929174,-11.894801,-10.607258,-6.7859883,-6.457151,-14.772384,13.470695,-14.237861,7.1741457,-3.8727398,-4.3280754,-1.972421,6.8781,-2.8741188,7.453867"
01,"-356.18948,29.724789,-2.2263076,39.8525,-4.908089,-4.8919353,-6.7347875,-14.147597,-9.736273,-2.701387,-16.162992,9.61313,-18.90304,8.249986,-6.400115,-4.7669616,-0.7083671,0.6759103,-6.650251,12.736603"
01,"-349.5325,14.262304,-11.246977,36.614834,-11.917616,-4.0451894,-7.040776,-12.825342,-5.2756414,-9.567382,-12.119238,7.5176787,-13.211459,8.210985,-5.991792,-0.85994476,1.0288607,7.1214614,-4.7201395,8.410121"
01,"-322.72864,28.61062,-14.55303,32.12845,-4.517958,-12.432074,-10.21654,-8.799001,-5.504672,-7.458477,-9.955093,13.203289,-14.510521,7.140713,-4.2365522,-0.82856405,0.68607384,1.4287813,-3.2984586,2.9419346"
01,"-323.31683,27.222168,-19.211073,38.295227,-5.395789,-6.055996,-9.445166,-7.304579,2.1999428,-8.952754,-1.8901685,13.307663,-12.094204,12.014261,-9.3031025,-0.12413162,-3.1824415,3.6134984,-3.0448291,4.128611"
01,"-300.6907,35.851875,-16.35901,27.124594,-16.318035,-3.7878525,-7.0209174,-16.959225,0.8176833,-6.769687,-5.909975,14.823316,-12.206461,9.4945345,-11.090214,0.56621146,-2.3966537,2.1157577,-5.29754,1.5713679"
01,"-348.4238,30.97572,-11.051633,37.206165,-5.9239345,-10.208588,-9.811375,-7.9984045,-10.530007,-3.6418295,-12.437866,11.568641,-19.681465,8.586952,-4.877783,-2.9283807,-0.6576898,1.8900963,-3.811661,12.12067"
01,"-323.50116,27.700659,-11.114655,30.24732,-5.9515867,-1.9321145,-9.389356,-6.746563,-2.4024265,-3.1278377,-10.068,11.368262,-12.970809,8.361058,-7.7168064,-2.2061694,0.5892681,1.0107079,-1.7812269,6.8355966"
01,"-315.41324,41.09205,-25.3164,23.707487,-8.922401,-3.6873078,-6.8060303,-13.753717,-2.280883,-2.2466075,-13.443821,12.077821,-18.5191,8.490713,-8.359739,-4.0369725,-0.7009123,-4.1739674,-5.300932,3.8907342"
01,"-302.38327,9.835514,-12.066524,36.86597,-6.5589166,-6.5478168,-13.055789,-10.763486,-7.91296,-8.6923275,-13.535345,13.832946,-16.989332,8.018759,-4.1058006,-7.1561637,0.76709735,0.37921417,-5.014637,9.576869"
01,"-317.18655,28.685781,-11.052046,29.925438,-12.38427,-4.004656,-9.555801,-12.651898,-6.2282476,-8.899461,-13.18382,14.462888,-18.009308,8.279803,-10.80177,-0.9892379,0.04706285,1.9320427,-7.077993,3.4026582"
01,"-293.34814,40.189754,-25.20213,15.960137,-21.222376,-4.420774,-8.155802,-18.302784,-7.334187,-1.9742887,-12.827521,11.056186,-20.739803,8.341934,-12.825107,-2.8666103,0.70044035,-1.7075275,-6.1220894,6.4760017"
01,"-329.1943,28.954075,-9.638409,42.658443,-10.81882,-2.11512,-8.298361,-17.967793,-9.305114,-12.096193,-12.842171,10.397837,-18.568998,11.395733,-10.224073,-1.1783074,3.1380181,-0.4025939,-7.0839458,2.8187885"
01,"-328.17813,40.532337,-22.094429,26.582495,-11.794791,-3.7715704,-13.702835,-20.853943,2.5123155,-12.099294,-12.828795,13.80574,-18.188301,8.20111,-10.485081,-0.6682175,-3.1437242,3.6558118,-4.227794,3.0654452"
01,"-319.36426,12.51173,-9.59047,32.153458,-8.922441,-1.6565418,-11.615778,-12.657543,-4.1966,-13.030437,-9.461416,12.052845,-16.043694,11.088738,-11.756488,1.4697907,1.2762135,3.6521227,-4.4397388,4.0431547"
01,"-318.10745,41.826183,-14.477801,27.133581,-6.380757,-5.7488394,-12.915027,-15.899208,-8.573434,-4.648272,-16.93283,13.906123,-16.21527,7.7997527,-10.566021,-4.1250844,0.33071536,0.87171304,-6.0551453,3.8828614"
01,"-329.25897,32.11307,-14.053765,23.52405,-9.064167,-4.419774,-11.350637,-14.7106285,-1.9745754,-5.638662,-10.1166115,8.718397,-18.138983,9.341679,-11.0454645,-0.98976845,0.32690948,0.9755539,-3.2462835,4.6052065"
01,"-322.44147,37.23874,-10.689894,20.62048,-6.517506,-5.8594065,-11.758336,-15.920721,-6.657112,-2.9478784,-18.773848,8.665784,-17.430826,7.9710145,-9.116538,-5.2752223,1.1564672,-1.1990573,-7.0287538,3.493598"
01,"-334.21365,34.887505,-20.162897,28.795916,-14.136484,-7.8182282,-9.521839,-19.869738,-5.5215416,-1.6200205,-15.518851,13.099897,-11.746905,10.361021,-4.8284993,-6.948764,1.3995285,0.84759176,-7.632558,6.2124634"
01,"-333.2511,25.720705,-13.790608,19.067636,-15.17306,-1.4557743,-7.913602,-15.232111,-6.165481,-4.585462,-7.6532607,13.351588,-16.949982,10.421485,-9.1039715,0.012151031,-1.5848304,1.4154793,-5.2365284,5.4057536"
01,"-315.08414,30.21587,-17.575388,24.640015,-10.342094,-9.143778,-16.235144,-11.850737,-1.8705912,-9.809573,-10.743913,7.5252585,-12.343253,4.6155148,-10.802122,0.10541935,-2.5965714,1.5378854,-7.6310883,7.341484"
01,"-313.57297,41.630856,-20.893959,21.703459,-28.59178,6.4030366,-9.02914,-21.94243,-1.3594182,-9.891855,-5.849988,8.276994,-15.706799,4.7293696,-13.639746,1.9069213,-3.335667,3.6535277,-7.424467,1.4031498"
01,"-330.4595,35.23809,-10.728693,17.595804,-7.014513,-3.8767548,-10.020034,-8.6669235,-0.6745267,-1.9358274,-12.825626,10.072189,-13.627321,6.257213,-6.580398,-2.9898865,2.8497052,1.3165559,-4.3844504,3.3511271"
01,"-359.74316,29.797884,-3.6065116,34.10598,-1.9197134,-8.223606,-4.0386004,-9.846174,-5.027263,-3.7296674,-11.073893,10.681147,-9.831618,5.607305,-4.476829,-3.1403687,-0.67149276,1.9781995,-6.0611134,9.068646"
01,"-446.49313,51.646088,25.412012,35.201965,-11.803406,2.5804725,-8.280621,-11.743489,-4.304508,7.135442,-13.805147,10.906569,-1.1108456,6.4026566,-7.333601,5.63446,-3.513591,-1.4343908,-7.4533563,0.54298675"
01,"-415.68097,42.22907,-12.038593,44.184822,-4.304258,-7.23692,-5.4340825,-11.877594,-4.5496187,7.051431,-19.086212,18.543776,-6.6135983,7.6430964,-1.2634381,-2.13372,2.1590698,-0.07749264,-11.7824545,3.798088"
01,"-399.15866,56.397316,-13.483453,34.509167,-10.818115,-2.0163755,-3.069262,-9.957728,-9.718995,11.892452,-15.365528,12.09814,-7.505893,5.237311,0.49746853,-5.2330513,2.7889733,1.9477494,-13.908541,2.7572832"
01,"-388.2153,57.2896,-3.1463847,21.367147,-13.644598,-5.484401,0.6284158,-15.818937,-5.663141,7.2945495,-13.759222,16.56062,-13.517146,8.733763,-2.867657,-5.7124596,0.97250366,-0.5745172,-12.965414,3.0528543"
01,"-379.57312,64.44262,-3.9471724,21.16112,-14.480545,-2.9133563,-3.6184657,-15.575655,-5.8034368,5.7770863,-17.542028,20.289715,-13.831494,9.686452,-4.6611505,-9.124252,4.260206,-4.0783143,-11.532658,2.644271"
01,"-447.5285,84.611885,20.353888,27.615469,-6.1656175,0.9059049,-3.988029,-11.478231,-6.3875895,5.8144116,-14.744929,13.690328,-7.3302817,4.902416,-1.3868694,-2.6897461,-1.1599649,0.45923007,-8.9530945,0.74353015"
01,"-396.8638,68.150635,-9.217348,30.850357,-6.4618354,-7.6904926,-6.5988626,-15.897861,-4.4447966,7.324338,-19.134655,17.08302,-10.537101,8.368296,-2.6911743,-7.207727,2.8892164,-0.35033146,-13.601934,3.0033329"
01,"-438.17236,74.18828,18.079062,27.869726,-25.541443,1.8614227,4.5607104,-8.733369,-2.9630163,5.314169,-14.085751,9.466302,-4.022768,8.025928,-11.78463,-1.2990172,-1.9490995,1.8122946,-8.422709,1.8537843"
01,"-383.75735,64.75002,-16.350065,19.372114,-5.434065,-6.1368446,-1.73322,-19.942108,1.1251463,6.73768,-17.159935,18.482529,-11.424299,6.867526,-2.5549948,-3.3443587,-1.9694076,0.7677739,-11.660481,1.5837104"
01,"-437.31204,57.580513,9.357572,31.176926,-12.897235,0.7366668,-6.9290404,-3.8249886,-0.6156886,7.2161427,-11.92009,7.209754,-6.145241,13.276968,-8.265283,2.0536685,-1.5698369,-0.3955717,-9.071381,2.675799"
01,"-403.53787,44.34265,-2.6936402,34.34685,-1.1279986,-4.909219,-12.0335045,-8.704949,-5.301538,10.537644,-21.061861,16.58052,0.8334505,6.3808136,-1.6745745,-4.1984787,1.465031,-1.1855772,-12.3236,7.0344434"
01,"-420.1393,79.38525,3.7722533,25.476757,-11.356578,-3.860023,3.9877224,-14.894772,-6.0242243,4.0027447,-23.148275,17.116621,-9.574093,9.815935,2.859308,-5.464599,4.4419236,1.5416374,-13.754831,4.8075123"
01,"-394.67273,58.43123,-14.897213,26.938936,-5.610303,-2.0457683,-3.780922,-9.992262,-3.2272003,9.152361,-16.771387,12.525744,-9.495303,9.363225,-2.7135756,-3.043641,3.0218828,0.7324382,-12.31825,5.5210037"
01,"-396.7301,64.127594,-6.09933,33.959732,6.7146835,-4.61905,-14.598057,-13.361698,-6.8848205,7.4986324,-21.752525,10.59851,-1.6982102,3.4681237,3.1392667,-8.814046,0.544985,1.2085752,-11.657778,4.1012177"
01,"-452.24503,86.01852,11.622941,28.413015,-5.256326,-1.3749542,-5.212893,-3.5510552,-2.8733082,4.4544587,-12.117623,8.52608,-7.872015,11.003298,-6.791222,1.5025467,-3.3783014,-1.738191,-7.4114017,0.004651024"
01,"-388.91553,55.0075,-2.8086271,18.984037,1.9791658,-1.7016423,-9.443957,-7.628318,-7.2846646,10.946352,-20.52625,10.61636,-6.8507843,8.558591,-1.0618892,-5.986473,1.62332,-2.4435308,-11.028941,3.586474"
01,"-380.1031,46.037727,-2.6080503,40.754326,0.44733477,-8.935783,-11.714938,-13.228219,-9.702959,1.7264922,-19.641672,16.599743,-10.59534,7.9210477,-0.023258988,-5.218701,1.2045386,-0.06474827,-13.884357,7.3205967"
01,"-416.20224,65.85733,-12.072061,31.58219,3.2784116,-0.8103988,-7.7636757,-13.197189,-2.1821833,12.15569,-21.039927,14.296975,-4.941747,5.646484,-3.3566911,-1.4442275,0.45351744,1.3152289,-10.508833,4.0072603"
01,"-384.6016,63.35104,-4.804029,31.151043,-3.8985796,-3.9775562,-8.192593,-9.815511,-4.7716603,7.7662716,-17.959145,10.892763,-3.1292188,5.069592,-2.3227215,-6.101436,1.3185819,-1.6901089,-13.741593,5.419992"
01,"-395.22665,52.293854,0.17110804,48.47771,-2.4482403,-4.860865,-6.130322,-16.923304,-3.2417798,3.9867547,-24.034653,15.561306,-7.848469,3.256213,-1.4371437,-5.0434704,2.6313686,-2.0524979,-15.763608,5.381762"
01,"-392.48892,71.01885,1.1873518,28.188583,-16.544647,-3.5140183,-0.98361903,-18.892853,-6.300101,2.9864767,-21.508987,15.550994,-6.552707,8.76776,-2.7293956,-6.2485104,0.23226129,-3.7381308,-11.865799,3.3563414"
01,"-416.77606,64.00649,-8.203798,33.93675,-3.5811648,-6.554992,-7.0120816,-14.768626,-4.6185856,8.607587,-18.873447,13.830444,-9.579112,8.401642,-1.7788014,-4.3081436,0.5911985,-0.10650955,-11.678045,4.581174"
01,"-355.09686,63.902424,-11.636491,33.552116,-4.2944965,-7.117257,-2.4418595,-19.795843,-2.1408026,8.005928,-20.708735,17.171806,-16.261097,6.3054857,-1.3731728,-6.8186135,-1.4158758,-1.3082153,-12.975911,0.19448861"
01,"-455.4806,54.929855,29.417469,37.17236,-5.5695233,6.22263,-10.823536,-10.074443,-2.256559,-3.0362906,-8.762071,8.466206,-9.845764,13.057852,-9.226223,1.0323769,0.8454359,-1.2504563,-9.892155,1.4001796"
01,"-401.4648,76.782555,-14.534665,34.33178,-1.8095132,-3.6039035,-5.799918,-12.313913,-6.958456,10.771058,-23.625435,13.695987,-11.161543,6.9263854,-1.8857411,-6.5634336,1.858392,-0.13666505,-14.829834,6.0121794"
01,"-409.81555,66.89999,-16.987133,23.433296,-1.138992,0.79073596,-0.7901243,-8.091131,-3.2024095,11.93791,-19.986307,13.408015,-7.427326,5.7840075,1.1555905,-5.8770413,-0.47641122,1.7775522,-13.46865,6.486859"
01,"-388.6648,81.805336,-6.1011252,19.868647,-19.026886,0.43733707,1.5124046,-11.905654,-5.852307,6.203047,-18.03907,10.485356,-2.593213,3.0633814,-4.3292646,-7.920266,-0.9425101,-1.5623444,-12.177661,4.074631"
01,"-423.5323,67.97551,0.58513945,33.968143,-6.8162646,0.9171253,-4.2964344,-3.168198,-2.744212,3.8063161,-7.3199644,4.695981,-7.197172,15.45874,-14.0645275,4.9212103,-4.913284,-0.35529444,-8.898197,0.35058337"
01,"-383.1437,51.399986,-2.7271595,39.46728,-1.8052475,-8.2477045,-7.462264,-9.857035,-8.537239,6.3154173,-17.434715,16.24549,-4.927948,5.131201,0.9667379,-3.0086493,-0.54215235,-0.9583906,-14.998795,4.1934986"
01,"-395.01382,79.50422,-14.129771,15.673552,-2.9786716,-2.385582,-6.0194225,-8.117173,-5.649338,10.325027,-17.47926,8.521569,-5.7819467,4.9964843,-0.86625296,-7.7458873,-1.7036289,-0.82085276,-12.931661,3.9490016"
01,"-372.0393,44.04554,1.7960101,40.08691,-0.78207284,-11.540093,-8.494982,-7.189376,-13.436406,5.8266244,-17.099834,14.495281,-5.4399724,4.340198,1.4060385,-5.836445,-1.5087113,-0.4072175,-15.977107,4.3473854"
01,"-386.09534,68.80924,-22.401005,20.953257,-5.3292694,-5.0033054,-6.5609145,-10.775651,-0.35814685,9.512501,-23.066525,17.51278,-12.486759,7.9591913,-5.1271114,-7.668346,-0.11576768,-1.4821014,-9.7359,3.032347"
01,"-417.07764,50.08055,-3.3623087,34.447346,-2.61682,-2.6865752,-2.6978927,-10.878728,-1.4977956,11.23259,-20.57292,17.772577,-7.563719,7.8865614,-1.485331,-5.1733875,2.701948,-0.813237,-11.21611,5.1464357"
01,"-419.1269,52.6156,-6.2147617,44.84651,0.06644246,-5.1593914,-1.5511713,-8.87456,-3.7166634,6.956991,-18.839993,20.029276,-7.7481065,9.199508,0.6845181,-2.781608,4.6079965,2.15626,-10.501432,6.532108"
01,"-417.1909,85.356285,5.152324,16.916048,-15.071674,-3.5255697,-3.7394154,-6.284798,-5.5868273,7.343138,-16.364813,10.540679,-3.737462,6.421333,-0.44990966,-7.235211,-1.6614466,-1.8867488,-12.314147,0.5856526"
01,"-451.82587,97.59018,12.667621,27.205748,-5.1041484,-0.22752787,1.743895,-12.482879,-6.849325,2.5473638,-9.997442,3.2530985,-6.006503,12.110504,-11.804987,1.7063411,-6.167189,-0.9392035,-12.955194,0.896591"
01,"-422.92075,94.39869,7.4071507,12.923893,-9.666765,10.366217,-5.4952974,-18.045965,0.9805005,-1.0467006,-11.561629,14.028597,-12.796206,12.478827,-11.801755,2.664858,-4.13626,-2.1226428,-9.478216,-0.558567"
01,"-373.0029,43.836723,-14.089222,33.315582,-9.640918,-3.418149,-3.9536054,-9.777811,-6.298106,8.974763,-19.287281,13.795612,-6.6447315,4.4970098,0.06598446,-5.517945,-2.1136944,2.8822634,-16.319386,5.572514"
01,"-419.852,77.38607,8.709123,32.32132,-13.692708,3.9685574,-4.9850197,-16.807575,-1.8245213,-0.8404196,-9.776427,7.990902,-10.482806,8.619484,-12.74095,4.7979865,-6.6309733,-0.48766288,-9.116235,0.54007864"
01,"-439.79785,90.964645,7.9810615,16.822449,-10.231954,9.844998,-12.232924,-15.640422,-2.4393454,2.622172,-11.153507,5.941052,-9.085345,8.842135,-11.928758,1.2718421,-2.0679667,-2.5505402,-8.510253,0.97582704"
01,"-391.67026,73.71263,-1.5062873,27.50461,-5.51126,-1.7854317,-10.639428,-11.91122,-8.204354,5.255226,-19.933256,10.356692,-4.473416,3.3856435,-1.9931186,-6.9688783,-0.34178922,-2.7571046,-14.170805,3.4640925"
01,"-388.85468,48.888542,0.77390444,36.423756,-9.125279,-1.143137,-9.743149,-7.262602,-6.9363866,9.382174,-16.504383,11.78251,-6.4286914,8.189555,-1.3632498,-8.083572,0.008317942,1.1562473,-13.753757,4.293446"
01,"-393.1748,59.442062,-8.298543,34.353477,-7.645167,1.4552752,-3.3166406,-16.919277,-3.5267467,12.387318,-20.022287,14.355615,-9.045453,7.0979495,-0.2727771,-5.30416,2.743843,-1.0577598,-10.309669,3.0286977"
01,"-385.131,32.00223,2.6565135,35.24763,-3.202568,-0.85330653,-11.832632,-8.94985,-6.4091983,5.2504234,-21.295528,16.998558,-4.65632,2.6166494,-0.13491727,-2.7723753,-1.3954383,2.743564,-10.636488,4.395866"
01,"-384.80103,61.82939,-11.504092,35.745037,-5.9400973,-4.721303,-9.644694,-21.326748,-0.8007697,7.59647,-22.44998,17.954176,-10.363635,7.6690106,-4.3673496,-8.105983,1.5859764,-1.2599003,-15.121834,4.8071265"
01,"-462.86493,79.40569,27.980387,46.07887,-4.8294983,0.3080111,2.5890164,-15.01565,-11.711547,-3.6327567,-9.6966915,2.2831795,-11.982014,7.677536,-9.381112,3.015252,-0.7372318,-0.89798564,-13.426939,-0.49139732"
01,"-418.8002,47.918873,3.9143267,45.751427,0.45982158,-2.9431236,-0.4772175,-11.884058,-6.1363187,7.388125,-15.188606,16.463259,-3.4546862,9.383003,1.6085929,-2.6821425,1.6285225,0.68133473,-10.00376,5.050296"
01,"-381.85745,58.626873,-4.733259,40.877148,-6.2273097,-9.018995,-8.0819,-13.850292,-3.5832715,4.397289,-18.085157,18.32695,-10.413484,8.382173,-4.64779,-4.281393,1.8573449,-4.7289553,-10.842372,5.329348"
01,"-413.3908,61.140305,3.1141741,36.983578,0.92488617,-6.970984,-11.165909,-7.2652392,-7.118214,4.8946166,-15.059554,10.491603,-5.892721,8.116102,1.5276151,-4.7693515,-1.8683071,-0.9915313,-13.048294,3.4127038"
01,"-414.13766,73.47093,3.1456702,29.891356,-11.547367,-2.9846704,-6.19774,-8.835046,-9.678936,9.270291,-18.970552,10.499561,-2.949072,3.2943578,-2.9132104,-6.4657536,0.16816252,-2.6552444,-12.601672,3.3610394"
01,"-481.01614,80.25698,27.91751,40.885403,-3.5193236,2.882332,0.43596113,-8.019593,-9.237269,-1.65429,-6.3824353,3.3592038,-8.995676,7.131611,-8.286996,3.8827775,-3.3268127,1.4479058,-9.725629,0.13959569"
01,"-466.4761,71.11673,20.666563,40.261654,-4.0930357,6.1984973,-5.326749,-6.8640194,-4.385039,-3.3451903,-6.037721,6.892454,-9.028529,11.661505,-9.766846,2.6872778,-1.4223536,0.13618614,-8.107086,0.8913086"
01,"-470.68002,90.87172,20.47749,27.24706,-3.773366,8.770114,-2.3681557,-11.037866,-6.1807065,0.24372357,-5.9356885,3.1867,-9.898369,10.062402,-11.795833,3.3538792,-2.3259027,-0.88590634,-10.106528,-0.66569406"
01,"-404.02786,55.924778,-4.3840737,37.135433,-5.7901387,-4.309421,-3.4338043,-14.9284,-7.227565,8.8217535,-22.893188,16.981434,-6.7710342,6.0565314,-1.8506169,-4.434701,1.2007958,1.1409568,-12.248335,5.7543283"
01,"-453.7627,92.65042,20.843714,24.198671,-15.283614,9.933903,-4.039057,-11.790969,-6.1363454,0.11034452,-7.5773635,2.4633658,-10.931671,10.637812,-10.97575,0.2632531,-0.28135988,-0.9457451,-10.515832,-0.5178469"
01,"-431.96265,67.3105,8.788791,31.18715,-5.45416,0.8939921,-8.764039,-12.932956,1.9526387,10.43515,-15.625526,10.463278,-5.7898827,10.836197,-9.6337385,1.6677513,-0.59592795,-1.232175,-8.841097,3.410528"
01,"-424.12625,72.25623,11.549611,38.28217,-2.8406787,-1.6419877,-5.455273,-12.341844,-6.7716737,5.847869,-19.833494,7.4313426,-8.329958,7.4272923,-3.7675676,-11.271657,5.043422,-5.0332513,-14.560807,5.098786"
01,"-397.92603,70.7517,-8.215802,26.418343,-6.95581,0.6334972,-5.839512,-25.72315,-3.4687161,9.632193,-22.27505,14.002192,-9.092528,6.6931376,-0.04728056,-7.6501265,1.5694257,1.4204901,-14.583585,6.318898"
01,"-413.51035,47.81749,17.399126,31.843676,0.06639173,0.48454362,-7.8377585,-3.2871835,-8.136903,5.6419926,-14.957466,10.280632,-5.8216085,6.099496,-1.0027448,-5.9851165,0.48047456,-1.0200411,-14.108955,6.9537597"
